"","Customer_ID","Recency","Frequency","Avg_Amount","Total_Amount","DPR","Age","CSI","CLV"
"50","12396",674,1,14.3296923076923,931.430000000001,65,674,"2",62.6697951878558
"51","12397",35,2,17.8620967741935,2214.9,109,135,"4",99.2595690309517
"52","12398",45,1,17.0911904761905,1435.66,84,45,"4",89.8055898780796
"53","12399",119,7,17.8864077669903,1842.3,66,644,"2",112.626923406302
"54","12400",414,1,18.6590909090909,205.25,11,414,"2",-1.44732701395164
"55","12401",303,1,17.325,69.3,4,303,"3",2.19891303981684
"56","12402",323,6,17.7640625,1136.9,42,670,"2",80.5912180827469
"57","12403",49,2,135.337142857143,947.36,4,521,"5",-6.99915102280479
"58","12404",682,1,63.24,63.24,1,682,"2",NA
"59","12405",148,1,26.2337735849057,1390.39,53,148,"4",62.1967961013054
"60","12406",22,5,38.4961445783132,6390.36,114,697,"5",39.7658428499301
"61","12407",49,5,20.9322222222222,1507.12,56,264,"5",62.5119889246773
"62","12408",32,7,25.6958552631579,3905.77,103,498,"4",292.631572666295
"63","12409",78,7,88.7094318181818,23419.29,177,565,"5",1290.62353329088
"64","12410",308,2,20.3607894736842,773.71,35,502,"2",57.5790094446578
"65","12411",409,1,15.7681818181818,346.9,22,409,"2",16.7734725792597
"66","12412",74,6,19.8754545454546,2404.93,81,539,"4",143.27554407015
"67","12413",66,4,18.1552083333333,871.45,40,402,"5",53.6803686929839
"68","12414",217,4,33.0170833333333,792.41,20,463,"3",38.76183058279
"69","12415",24,22,155.456709816612,144108.37,497,527,"5",7797.37957158854
"70","12416",656,1,18.4145454545455,202.56,11,656,"2",19.1842458454048
"71","12417",3,20,17.0894871794872,5998.41,269,733,"6",237.48646446732
"72","12418",112,4,19.8156862745098,2021.2,90,630,"3",168.923030610699
"73","12419",385,2,17.0004347826087,391.01,22,413,"2",23.1780160959118
"74","12420",63,1,20.7031034482759,600.39,29,63,"4",29.1862474046149
"75","12421",15,6,14.8237288135593,874.6,43,505,"4",40.5647670165407
"76","12422",95,13,28.6451219512195,4697.8,136,721,"5",274.861101740631
"77","12423",0,10,14.8476774193548,2301.39,127,465,"5",157.559708063815
"78","12424",162,3,36.3046739130435,3340.03,78,548,"3",110.755333453948
"79","12425",78,2,19.1363736263736,1741.41,87,448,"4",100.178360206602
"80","12426",194,2,16.0161333333333,1201.21,72,662,"3",45.0595158214734
"81","12427",21,3,24.9928571428572,699.8,25,371,"5",46.479893830925
"82","12428",25,7,24.154375,6956.46,257,283,"5",277.405794001636
"83","12429",9,6,38.9494,5842.41,123,546,"4",292.372511975375
"84","12430",43,1,21.64,216.4,10,43,"4",19.5954668573938
"85","12431",35,24,26.1715544041451,10102.22,243,693,"4",18.9453540722728
"86","12432",42,2,40.741308411215,4359.32,106,172,"5",179.958189293908
"87","12433",0,9,30.0431842576028,16794.14,285,476,"5",1039.11047870102
"88","12434",84,3,15.7632857142857,1103.43,62,381,"3",49.4851085516281
"89","12435",79,6,124.338660714286,13925.93,88,737,"3",924.381209839445
"90","12436",99,1,28.6006666666667,429.01,15,99,"4",30.1722001956761
"91","12437",1,34,21.2875471698113,11282.4,273,737,"5",707.263293141692
"92","12438",14,2,25.6963541666667,2466.85,83,140,"5",125.090269437302
"93","12439",682,2,16.0969014084507,1142.88,69,725,"2",80.3609434745198
"94","12440",462,2,24.64,739.2,20,717,"2",19.3657374577316
"95","12441",366,1,15.555,155.55,10,366,"2",8.75159505976495
"96","12442",3,1,13.0963636363636,144.06,11,3,"5",6.8209727914151
"97","12443",732,1,18.2655,365.31,20,732,"2",12.7851847800885
"98","12444",21,5,23.6153757225434,4085.46,137,171,"5",174.232509943993
"99","12445",22,2,16.4773913043478,378.98,23,420,"4",18.2478092398417
"100","12446",57,1,17.2812068965517,1002.31,58,57,"4",62.2931998062115
"101","12447",243,1,17.2596,431.49,25,243,"3",1.92655265290685
"102","12448",44,1,17.402380952381,365.45,21,44,"3",28.8959706058069
"103","12449",22,5,21.8106632653061,4274.89,124,438,"5",309.647080593521
"104","12450",156,5,18.6,688.2,31,474,"3",19.4569438662003
"105","12451",10,7,24.7644705882353,12629.88,351,529,"6",482.436009751532
"106","12452",16,1,17.4285,348.57,20,16,"5",12.0744460898225
"107","12453",134,1,16.4439534883721,707.09,43,134,"2",15.2094130918562
"108","12454",56,4,422.045641025641,16459.78,23,421,"5",897.656009259846
"109","12455",73,9,26.0134090909091,5722.95,198,721,"3",402.025458004258
"110","12456",44,3,21.1560655737705,2581.04,104,254,"4",116.074086114773
"111","12457",66,7,31.5544444444444,2555.91,62,435,"4",196.695132485896
"112","12458",71,4,18.781125,1502.49,70,487,"5",55.57842916509
"113","12459",605,1,18.1072727272727,398.36,22,605,"2",10.1108446457399
"114","12460",456,1,17.45,296.65,17,456,"2",7.53556737528781
"115","12461",154,1,18.4376470588235,626.88,34,154,"2",50.8576468035449
"116","12462",18,2,15.6265,937.59,50,303,"4",20.8101904506287
"117","12463",53,4,15.199746835443,1200.78,64,241,"5",42.791946613355
"118","12464",10,7,43.5022727272727,957.05,5,309,"5",49.0232060024186
"119","12465",17,2,15.1597777777778,682.19,45,169,"5",27.1749803694067
"120","12466",682,1,56.73,56.73,1,682,"2",NA
"121","12467",423,1,14.7555555555556,132.8,9,423,"3",3.25666476116893
"122","12468",187,5,22.3361379310345,3238.74,126,682,"4",221.368922531548
"123","12469",522,2,40.4018421052631,3070.54,76,536,"2",210.682043395635
"124","12470",689,1,9.21521739130435,211.95,23,689,"2",6.43963417622631
"125","12471",2,48,32.2628113553113,35230.99,254,732,"5",1935.57185332876
"126","12472",32,19,18.2132481751825,14971.29,396,725,"4",1064.57759324773
"127","12473",29,4,22.1954268292683,3640.05,139,191,"5",248.440751510205
"128","12474",17,28,16.6090308370044,11310.75,368,666,"5",290.964559703244
"129","12475",53,2,18.0616949152542,1065.64,53,409,"5",42.7265195721631
"130","12476",15,16,24.7387751004016,12319.91,357,501,"6",390.866593014441
"131","12477",22,9,35.9510106382979,20276.37,295,623,"6",1815.57659770885
"132","12478",3,1,15.5997142857143,545.99,35,3,"5",30.4906607680982
"133","12479",11,1,15.7733333333333,473.2,30,11,"5",18.6088546839894
"134","12480",28,7,20.573829787234,4834.85,176,507,"4",289.585685906011
"135","12481",22,12,29.9823641304348,11033.51,247,607,"5",280.435790122162
"136","12482",576,6,116.13431372549,23691.4,42,653,"3",26.5715738567595
"137","12483",17,18,33.3539344262295,4069.18,67,677,"5",264.912531976446
"138","12484",35,9,11.950752688172,5557.1,328,681,"3",275.848303065986
"139","12485",529,1,20.8264705882353,708.1,34,529,"2",18.3524501449497
"140","12486",431,1,19.11,917.28,48,431,"2",64.4502575205866
"141","12487",730,1,142.65,285.3,2,730,"2",14.7472556367266
"142","12488",9,3,23.0492592592593,1244.66,45,75,"6",40.0378445064821
"143","12489",336,1,21.3521428571429,298.93,14,336,"2",12.4926967143333
"144","12490",5,20,19.8744671201814,8764.64,194,738,"5",346.126561626667
"145","12491",38,1,16.976,424.4,24,38,"4",5.32578362844865
"146","12492",63,3,15.5694871794872,607.21,37,403,"4",15.2341361544678
"147","12493",165,2,19.7971428571429,415.74,19,197,"3",25.5136812751383
"148","12494",15,9,15.6327,1563.27,82,576,"4",58.6510378008461
"149","12495",640,1,17.3375,277.4,16,640,"2",14.0480899877062
"150","12496",620,1,4.534,45.34,10,620,"2",1.51160730278962
"151","12497",81,3,109.027272727273,5996.5,40,644,"4",580.192265045723
"152","12498",21,2,16.652380952381,349.7,20,57,"4",26.3441722665217
"153","12499",560,1,13.7584615384615,357.72,26,560,"2",14.1209429629994
"154","12500",23,17,42.7631538461539,5559.21,87,673,"5",272.172711185659
"155","12501",336,1,13.6850675675676,2025.39,148,336,"4",110.052375698349
"156","12502",95,5,21.097676056338,2995.87,101,309,"2",119.096058783191
"157","12503",584,1,896,896,1,584,"3",NA
"158","12504",18,4,40.5323529411765,689.05,10,596,"5",25.7879724148076
"159","12505",408,1,19.2,787.2,41,408,"2",51.4140685244481
"160","12506",232,1,3.19565217391304,73.5,23,232,"3",3.3375880325459
"161","12507",134,4,32.0863829787234,1508.06,45,584,"3",38.7747256279059
"162","12508",26,2,5.85117647058824,397.88,57,29,"4",20.5216466462771
"163","12509",284,1,26.4166666666667,158.5,6,284,"3",3.53990325626042
"164","12510",142,8,32.0145323741007,4450.02,93,735,"3",255.054945719116
"165","12511",428,1,16.2316842105263,3084.02,190,428,"3",145.11578275215
"166","12512",66,1,4.26387096774194,132.18,31,66,"3",8.36741006894935
"167","12513",112,1,16.4202941176471,558.29,34,112,"3",6.75102765107535
"168","12514",267,2,19.0209523809524,1597.76,76,641,"4",102.901533499356
"169","12515",353,1,18.58,278.7,15,353,"3",12.0453614818818
"170","12516",77,4,32.6945714285714,2288.62,48,599,"4",88.2694104032325
"171","12517",28,4,8.33913043478261,2301.6,231,190,"5",18.9886206788983
"172","12518",0,5,15.4696638655462,1840.89,83,110,"5",108.937950860471
"173","12519",63,2,16.9335135135135,626.54,33,476,"4",34.0263579353508
"174","12520",79,5,15.9609523809524,2346.26,120,273,"4",147.211769751581
"175","12521",142,1,14.7481081081081,545.68,37,142,"3",39.9517048353315
"176","12522",39,2,15.672,156.72,10,51,"4",8.83808338283324
"177","12523",19,23,16.8502100840336,4010.35,175,732,"5",325.032914844529
"178","12524",9,16,43.7237053571429,9794.11,156,669,"6",584.513470889195
"179","12525",498,3,14.9784745762712,883.73,55,647,"2",39.1387220274596
"180","12526",0,3,17.245,1172.66,63,94,"4",69.868458527386
"181","12527",81,5,23.1454838709677,717.51,25,529,"4",10.5584495649973
"182","12528",9,6,19.133488372093,1645.48,49,312,"4",69.5684145655897
"183","12529",528,1,15.0704761904762,316.48,21,528,"3",29.3527989081056
"184","12530",59,9,22.6930201342282,3381.26,93,642,"4",116.621667710205
"185","12531",14,2,14.0571428571429,1771.2,125,686,"5",105.746339911048
"186","12532",30,1,20.922,313.83,15,30,"4",22.1513758464497
"187","12533",627,2,17.4841428571429,1223.89,62,738,"1",99.2678935909959
"188","12534",130,1,15.8254838709677,981.18,62,130,"3",23.3239941662477
"189","12535",91,2,21.0691176470588,716.35,28,186,"3",40.371827294673
"190","12536",59,1,16.5239768339768,4279.71,259,59,"4",208.306167683832
"191","12537",408,1,14.5938095238095,612.94,42,408,"1",49.2716881835073
"192","12538",29,2,18.8367647058824,640.45,33,378,"4",30.2508479815956
"193","12539",22,6,22.2400596421471,11186.75,275,716,"6",624.936276145905
"194","12540",19,31,26.0493775372125,19250.49,353,732,"6",1062.73276353176
"195","12541",29,3,17.1669387755102,841.18,45,280,"5",37.4906587508257
"196","12542",484,2,12.3558974358974,481.88,39,640,"3",28.3547861432487
"197","12543",448,1,20.0059523809524,840.25,42,448,"2",60.3235867881623
"198","12544",36,1,17.5944444444444,316.7,18,36,"4",11.3373258531429
"199","12545",75,2,17.3414583333333,832.39,41,259,"4",29.9079623797496
"200","12546",46,2,15.2462686567164,1021.5,58,77,"4",98.3078554444353
"201","12547",197,3,16.6433333333333,299.58,12,500,"3",27.5051007387304
"202","12548",166,1,16.8,67.2,4,166,"3",1.46951288828653
"203","12549",575,4,32.7225,1570.68,37,697,"2",73.0533290860356
"204","12550",79,1,14.7291071428571,824.829999999999,56,79,"3",40.1144306541432
"205","12551",357,1,16.8,168,10,357,"3",9.77585463951547
"206","12552",39,1,16.7273684210526,317.82,19,39,"4",21.3627386102692
"207","12553",8,12,18.0825991189427,4104.75,108,423,"6",213.511997223595
"208","12554",448,1,15.38,384.5,25,448,"2",10.3131710082263
"209","12555",682,1,129.23,129.23,1,682,"2",NA
"210","12556",50,2,5.03831932773109,599.56,100,151,"4",28.2950333226938
"211","12557",16,8,341.436603773585,18096.14,15,722,"4",598.346023226555
"212","12558",7,1,24.5418181818182,269.96,11,7,"5",16.3357386586943
"213","12559",310,2,26.2855,525.71,20,319,"3",33.5206420329075
"214","12560",5,2,18.6214563106796,1918.01,90,143,"5",73.288880309212
"215","12561",302,1,14.928125,238.85,16,302,"2",15.1763041453284
"216","12562",8,9,22.3581818181818,4426.92,112,435,"6",208.151184987069
"217","12563",408,1,18.4366666666667,221.24,12,408,"2",9.70072760674587
"218","12564",261,1,20.145,402.9,20,261,"3",7.78607153115708
"219","12565",288,1,16.2133333333333,145.92,9,288,"4",1.36467889913238
"220","12566",86,1,16.5361111111111,297.65,18,86,"3",15.2842598437429
"221","12567",22,14,19.7817311233886,10741.48,364,666,"5",598.626704015549
"222","12568",644,1,13,52,4,644,"3",3.03150153465451
"223","12569",2,26,20.0808280254777,3152.69,91,252,"5",261.28187814782
"224","12570",682,1,77.52,77.52,1,682,"2",NA
"225","12571",39,2,15.2826470588235,519.61,31,121,"4",26.9173761601069
"226","12572",8,2,15.7313793103448,912.42,52,51,"5",37.5924365856841
"227","12573",227,5,6.02865546218487,717.41,107,465,"3",51.3754238976587
"228","12574",315,1,18.245,182.45,10,315,"3",10.5453096298637
"229","12575",457,2,15.8005555555556,568.82,33,526,"2",15.4968212756
"230","12576",35,8,14.629219858156,2062.72,113,526,"5",66.8700148303776
"231","12577",35,5,5.4265100671141,1617.1,259,736,"4",83.5305786260625
"232","12578",21,4,23.9669642857143,4026.45,148,443,"5",286.898391979504
"233","12579",78,1,13.8007142857143,386.42,28,78,"4",11.4958006280924
"234","12580",246,2,17.1946428571429,962.9,51,576,"2",20.7054523669437
"235","12581",39,1,12.8364285714286,179.71,14,39,"4",10.1337331095051
"236","12582",238,4,18.0237623762376,1820.4,87,577,"3",97.6076510666232
"237","12583",2,27,29.8176133651551,12493.58,140,733,"5",663.712418766345
"238","12584",3,9,23.7278947368421,2254.15,43,280,"5",140.917920454419
"239","12585",234,2,21.46,1824.1,76,351,"3",105.50464333731
"240","12586",17,4,21.9432978723404,2062.67,82,723,"4",70.0108221354774
"241","12587",7,1,34.6666666666667,104,3,7,"6",6.89703449971784
"242","12588",39,3,17.1138095238095,718.78,30,597,"4",55.6668058706877
"243","12589",28,5,19.0457225433526,3294.91,119,689,"3",178.228340163632
"244","12590",211,1,139.421791044776,9341.26,67,211,"3",389.918406679735
"245","12591",317,3,17.1530769230769,1114.95,62,408,"3",66.9308109371713
"246","12592",92,3,31.6709090909091,2438.66,41,519,"4",83.3166126726138
"247","12593",108,3,19.105,382.1,13,218,"3",9.7109435452454
"248","12594",37,14,25.3373575129534,4890.11000000001,77,646,"3",275.180839395057
"249","12595",504,1,15.6122222222222,281.02,18,504,"2",10.8495091032108
"250","12596",51,2,18.0108,450.27,24,242,"5",19.4220350937582
"251","12597",19,4,15.8179207920792,3195.22,183,268,"5",152.505402554001
"252","12598",9,10,21.0657788944724,4192.09,129,648,"4",227.57005728595
"253","12599",29,13,16.8893333333333,2026.72,46,577,"5",92.7174609437059
"254","12600",28,21,39.9129090909091,4390.42,52,732,"5",193.722743620127
"255","12601",189,6,20.4735714285714,573.26,23,404,"3",32.3852936156952
"256","12602",58,1,12.76,153.12,12,58,"3",10.3118690559752
"257","12603",21,1,306.6,613.2,2,21,"5",25.4279778225475
"258","12604",79,2,15.7453333333333,236.18,14,261,"4",9.21313531971194
"259","12605",376,3,15.6243055555555,1124.95,62,458,"2",94.2232732148525
"260","12606",682,1,21,21,1,682,"2",NA
"261","12607",60,1,15.6387128712871,1579.51,101,60,"4",64.706583250501
"262","12608",404,1,25.986875,415.79,16,404,"2",23.6012803344517
"263","12609",78,9,18.2039759036145,3021.86,128,719,"4",159.072593398593
"264","12610",22,4,17.1327450980392,1747.54,84,126,"4",53.7879043335999
"265","12611",52,1,18.3587692307692,1193.32,65,52,"4",40.5707250674385
"266","12612",74,1,37.1133333333333,668.04,18,74,"4",43.8875178760084
"267","12613",57,8,19.802429022082,6277.37,217,725,"3",172.680307923748
"268","12614",277,1,15.78,315.6,20,277,"4",20.4487923547194
"269","12615",2,7,20.3143181818182,5362.98,197,631,"5",403.100816921505
"270","12616",95,3,20.0607843137255,1023.1,31,388,"3",70.3746020805446
"271","12617",29,1,8.60926829268293,352.98,39,29,"4",17.7020934923698
"272","12618",21,1,13.731,137.31,10,21,"3",5.7127738127364
"273","12619",16,10,37.3696774193548,3475.38,54,560,"6",58.479308599457
"274","12620",14,3,14.3231868131868,1303.41,88,204,"5",88.7704468255291
"275","12621",1,32,30.5209944751381,22097.2,343,668,"5",288.479561799372
"276","12622",232,1,16.21,162.1,10,232,"3",6.06723043283964
"277","12623",276,7,19.8553293413174,3315.84,111,696,"3",159.011684225001
"278","12624",106,2,15.8091666666667,569.13,35,177,"4",31.5563053540283
"279","12625",211,4,26.1389944134078,4678.88,143,596,"3",250.36668399892
"280","12626",23,9,20.8929122807017,5954.48,231,326,"5",376.008977058497
"281","12627",10,6,18.2255803571429,4082.53,161,140,"5",318.14760737387
"282","12628",4,3,19.2752631578947,732.46,33,64,"5",33.7095008239116
"283","12629",385,2,27.8655813953488,1198.22,39,423,"3",43.7873568211703
"284","12630",9,2,16.6270967741936,1030.88,59,43,"6",16.9206305373037
"285","12631",57,5,18.2503846153846,3321.57,130,693,"4",246.68599706931
"286","12632",520,2,21.6630303030303,714.88,31,564,"1",46.9466096593913
"287","12633",58,7,17.2446822742475,5156.16,219,525,"4",277.776126542178
"288","12634",548,1,18.9473684210526,360,19,548,"2",18.4020341443902
"289","12635",89,4,14.9966285714286,2624.41,158,456,"2",148.164202331981
"290","12637",67,11,13.2337315875614,8085.81,294,543,"4",539.001948208871
"291","12638",33,2,14.815,681.49,46,639,"3",36.3852264425116
"292","12639",238,3,17.5798360655738,1072.37,57,627,"2",121.943120853212
"293","12640",23,3,19.8916,994.58,46,81,"4",67.6896694430935
"294","12641",115,1,16.2111111111111,145.9,9,115,"4",3.10083617689522
"295","12642",25,3,20.5740909090909,905.26,38,107,"4",71.7425579463723
"296","12643",128,10,185.805238095238,7803.82,13,611,"4",508.004654434164
"297","12644",129,4,17.2771818181818,1900.49,105,694,"3",124.520283504511
"298","12645",33,8,21.1532894736842,3215.3,110,668,"4",65.5135387238746
"299","12646",4,2,29.9326666666667,1346.97,43,49,"5",84.9608431815615
"300","12647",22,32,28.8538854805726,14109.55,239,695,"5",582.4330726044
"301","12648",154,4,17.0327868852459,1039,37,701,"3",64.0753840819229
"302","12649",107,7,18.7200892857143,2096.65,93,696,"3",42.7726769505562
"303","12650",3,1,12.76,242.44,19,3,"5",8.45788186034749
"304","12651",334,4,12.5916666666667,377.75,30,465,"2",13.9678794198619
"305","12652",331,2,17.8206,891.03,50,434,"3",30.9272196303963
"306","12653",148,3,48.3817441860465,4160.83,76,526,"3",133.816675191713
"307","12654",10,4,15.5876470588235,529.98,30,295,"6",31.7710556704364
"308","12655",423,1,16.2233333333333,243.35,15,423,"2",6.20584677775845
"309","12656",17,8,23.949079497908,5723.83,173,562,"6",222.258469362845
"310","12657",11,3,32.4359090909091,1427.18,34,78,"5",62.9827747935282
"311","12658",18,1,18.0585714285714,632.05,35,18,"4",35.0962357060689
"312","12659",29,1,18.42,73.68,4,29,"4",3.5980600738244
"313","12660",11,1,18.925,227.1,12,11,"4",13.2618371270626
"314","12661",436,1,14.7272727272727,162,11,436,"3",9.54693235592232
"315","12662",0,19,16.4799462365592,6130.54000000001,162,617,"5",394.738488563037
"316","12663",624,2,23.175,185.4,8,668,"2",12.1951559382491
"317","12664",8,11,159.412941176471,5420.04,9,726,"5",286.352028564725
"318","12665",324,3,18.5428571428571,259.6,12,669,"3",13.9487121853254
"319","12666",394,1,40.2716129032258,1248.42,31,394,"2",46.2190863331412
"320","12667",58,1,14.3790625,460.13,32,58,"4",29.938514602456
"321","12668",11,9,18.7970208728653,9906.02999999999,262,677,"5",357.879896408109
"322","12669",150,2,14.5686734693878,1427.73,96,256,"3",105.291523938976
"323","12670",10,7,31.8175,3436.29,70,666,"5",280.710020618296
"324","12671",606,1,58.2773555555556,2622.481,45,606,"2",176.333558639978
"325","12672",329,2,19.3833333333333,407.05,21,595,"3",21.819939761178
"326","12673",5,3,15.8336111111111,1140.02,67,401,"6",58.8089512500475
"327","12674",38,4,23.3493670886076,1844.6,51,207,"4",138.883389539
"328","12675",553,2,7.86711711711712,873.25,110,578,"1",56.7533282995311
"329","12676",24,9,24.0524742268041,2333.09,66,483,"6",105.015483881102
"330","12677",555,2,18.9,359.1,12,666,"2",28.9020401537133
"331","12678",42,15,89.7682513661202,32855.18,198,701,"5",997.233385435191
"332","12679",58,4,21.6140909090909,951.02,42,283,"4",63.2207155261476
"333","12680",0,4,16.1389795918367,790.81,32,113,"5",46.6737196569075
"334","12681",14,42,19.5335460478608,26936.76,458,726,"5",1931.26728365126
"335","12682",3,47,22.036365568544,20736.2199999999,326,738,"5",958.310887600377
"336","12683",4,17,22.3198717948718,10445.7,235,726,"5",532.35972680799
"337","12684",7,7,21.2487878787879,2103.63,60,213,"6",55.0173989839044
"338","12685",28,6,17.0535099337748,2575.08,116,93,"4",187.64713758594
"339","12686",371,1,11.8566666666667,71.14,6,371,"3",0.671852979038009
"340","12687",480,1,14.87128,1858.91,125,480,"2",60.976801859664
"341","12688",113,1,28.5018128654971,4873.81,171,113,"3",261.607922382533
"342","12689",25,2,16.2801428571429,1139.61,56,127,"5",71.0543159561707
"343","12690",205,1,22.334,335.01,15,205,"2",23.1371026664754
"344","12691",28,6,31.6484848484849,1044.4,23,420,"5",57.8253646798735
"345","12692",637,1,8.53461538461539,110.95,13,637,"3",6.93210614109798
"346","12693",127,7,19.6530555555556,1415.02,62,522,"3",28.4014866901595
"347","12694",70,3,20.791875,1663.35,68,421,"4",97.6400521808618
"348","12695",7,7,23.64,1371.12,45,665,"5",85.4801156981421
"349","12696",434,2,15.5725531914894,731.91,42,508,"2",35.5530734526394
"350","12697",28,3,19.9365789473684,757.59,36,169,"4",14.111889006064
"351","12698",590,1,19.05,285.75,15,590,"1",-3.6467980486993
"352","12699",417,1,14.15275,566.11,40,417,"2",23.6538177943042
"353","12700",7,4,17.1439015151515,4525.99000000001,192,215,"4",320.18570681197
"354","12701",79,6,15.946170212766,2248.41,117,633,"4",95.1330473530846
"355","12702",19,1,18.2727272727273,201,11,19,"4",12.8774774963727
"356","12703",71,4,12.8361428571429,898.53,55,684,"5",43.4866167075932
"357","12704",7,7,21.4918518518519,1740.84,63,169,"6",32.0790664888988
"358","12705",15,12,18.8374576271186,11114.1,319,533,"5",292.669444700359
"359","12707",291,1,18.2854545454545,603.42,33,291,"3",34.8597830083237
"360","12708",29,18,16.401654676259,4559.66,129,721,"5",127.536225742077
"361","12709",15,29,61.4797505197506,29571.76,188,730,"5",2084.77362593891
"362","12710",96,3,13.8245945945946,1023.02,74,201,"3",65.6168453551326
"363","12711",611,2,20.9146551724138,1213.05,55,676,"3",29.602280669034
"364","12712",28,21,25.4682127659574,5985.03,125,730,"5",371.712831240726
"365","12713",0,1,21.4743243243243,794.55,37,0,"4",48.7968629415039
"366","12714",9,12,18.736418128655,12815.71,435,735,"5",501.982850618069
"367","12715",106,1,13.8610526315789,263.36,19,106,"3",15.5030676334804
"368","12716",3,2,14.380447761194,963.49,59,133,"4",42.0072669153614
"369","12717",151,3,15.5722058823529,1058.91,59,590,"4",50.4648459845669
"370","12718",71,1,11.2361111111111,202.25,18,71,"4",12.353002973821
"371","12719",5,2,15.4851351351351,572.95,33,65,"5",23.9408312267504
"372","12720",2,25,14.8820689655172,6905.28,261,506,"4",59.5454701044814
"373","12721",31,8,15.7362770562771,3635.08,182,471,"4",289.833089142861
"374","12722",85,4,18.8390384615385,979.63,49,150,"4",26.1933907062356
"375","12723",3,3,10.3980882352941,707.07,52,65,"6",47.5959684510206
"376","12724",5,7,17.0780327868852,2083.52,93,535,"6",109.880308305904
"377","12725",371,3,18.5122330097087,1906.76,91,584,"3",131.438016177204
"378","12726",28,11,21.9678571428571,3690.6,62,624,"6",258.083646967439
"379","12727",10,9,25.4172538860104,4905.53,131,654,"5",134.521733773917
"380","12728",71,5,16.53875,926.17,47,383,"4",48.6511827271103
"381","12729",113,1,16.6804,417.01,25,113,"2",33.4449529768758
"382","12730",521,1,15.2880434782609,703.25,46,521,"2",72.0210948640244
